id_x,courseId,enrollmentDate,completionStatus,completionDate,percentage,userId,learningPathId,name,employeeId,organizationDomainId_x,roleId,joiningDate,designationId,departmentId,id_y,title,duration,difficultyLevel,organizationDomainId_y,id,completionTime,performanceScore,organizationDomainId
519,23,2023-04-17,Completed,2024-08-24,65,EMP0490,,Michael Barber,EMP0490,2,2,2021-05-14,1,2,23,Course 23,41,Intermediate,1,,,,
520,47,2024-05-13,Completed,2024-06-17,61,EMP0095,4.0,Jennifer Wilson,EMP0095,2,1,2020-07-25,1,2,47,Course 47,88,Intermediate,1,,,,
521,22,2022-12-31,In Progress,,15,EMP0114,7.0,Kelly Garcia,EMP0114,1,1,2024-04-24,1,1,22,Course 22,74,Beginner,2,,,,
522,17,2021-12-08,In Progress,,21,EMP0814,5.0,Christopher Parker,EMP0814,1,1,2021-01-30,1,2,17,Course 17,45,Intermediate,2,,,,
523,26,2024-06-01,Completed,2024-10-01,77,EMP0032,6.0,John Blackwell,EMP0032,2,2,2021-07-27,2,2,26,Course 26,110,Beginner,2,,,,
524,44,2020-02-23,In Progress,,42,EMP0627,9.0,Andrea Miller,EMP0627,1,1,2021-05-05,1,2,44,Course 44,70,Beginner,1,,,,
525,24,2024-01-22,Completed,2024-07-03,50,EMP0794,3.0,Courtney Adams,EMP0794,2,1,2023-03-08,2,2,24,Course 24,115,Advanced,1,,,,
526,39,2023-11-23,In Progress,,38,EMP0811,,Mike Mcconnell,EMP0811,1,2,2023-12-03,2,2,39,Course 39,102,Beginner,2,,,,
527,17,2022-11-15,In Progress,,10,EMP0890,5.0,Brad Garcia,EMP0890,1,2,2022-12-06,1,1,17,Course 17,45,Intermediate,2,,,,
528,4,2022-07-20,Completed,2023-11-15,100,EMP0871,10.0,Michael Bennett,EMP0871,2,2,2022-11-18,1,2,4,Course 4,55,Intermediate,2,,,,
529,39,2021-07-25,Completed,2022-12-07,63,EMP0932,5.0,Ronald Mitchell,EMP0932,1,2,2023-04-22,2,1,39,Course 39,102,Beginner,2,728.0,54h,98.21,1.0
530,10,2020-11-26,In Progress,,18,EMP0034,,Gregory Fisher,EMP0034,1,2,2022-01-03,1,1,10,Course 10,88,Advanced,2,,,,
531,9,2020-02-01,Completed,2022-07-15,52,EMP0415,8.0,Nicole Wilkinson,EMP0415,1,2,2020-11-16,1,1,9,Course 9,47,Advanced,2,,,,
532,10,2023-09-12,In Progress,,39,EMP0043,,John Webster,EMP0043,1,1,2021-08-03,2,2,10,Course 10,88,Advanced,2,,,,
533,24,2020-05-30,Completed,2024-01-05,100,EMP0866,10.0,Robert Gross,EMP0866,2,1,2021-10-01,1,2,24,Course 24,115,Advanced,1,,,,
534,45,2020-10-18,Completed,2022-08-24,72,EMP0908,,Andrew Smith,EMP0908,1,2,2022-06-05,1,1,45,Course 45,51,Intermediate,2,,,,
535,28,2022-06-02,Completed,2024-06-07,67,EMP0564,9.0,Jason Jimenez,EMP0564,2,1,2023-03-11,2,1,28,Course 28,86,Beginner,2,,,,
536,42,2024-06-04,In Progress,,8,EMP0724,2.0,Janet Jennings,EMP0724,1,1,2022-10-15,1,2,42,Course 42,61,Beginner,2,,,,
537,33,2024-03-31,Completed,2024-09-14,85,EMP0345,,Shawn Brown,EMP0345,2,2,2023-08-30,1,2,33,Course 33,74,Advanced,2,,,,
538,16,2021-02-04,Completed,2024-03-15,79,EMP0531,,Lauren Brown DDS,EMP0531,1,1,2024-04-25,1,1,16,Course 16,51,Advanced,1,,,,
539,4,2019-11-29,In Progress,,20,EMP0503,10.0,Jeffery Arnold,EMP0503,1,1,2022-11-06,1,2,4,Course 4,55,Intermediate,2,,,,
540,26,2024-02-06,In Progress,,43,EMP0930,,William French,EMP0930,1,1,2020-03-01,2,1,26,Course 26,110,Beginner,2,,,,
541,9,2021-07-19,Completed,2024-01-13,64,EMP0101,10.0,Robert Cowan,EMP0101,1,1,2020-05-05,1,1,9,Course 9,47,Advanced,2,,,,
542,27,2022-06-07,Completed,2023-03-11,81,EMP0847,,Donna Gonzalez,EMP0847,1,2,2019-10-31,2,2,27,Course 27,91,Intermediate,2,,,,
543,31,2023-08-25,In Progress,,0,EMP0684,,Timothy Kelley,EMP0684,1,2,2020-02-04,2,1,31,Course 31,57,Intermediate,1,,,,
544,37,2023-12-27,Completed,2024-05-27,67,EMP0373,9.0,Katelyn Mendoza,EMP0373,1,1,2023-08-29,2,2,37,Course 37,92,Advanced,1,,,,
545,32,2022-09-22,Completed,2023-12-03,59,EMP0282,,Devin Quinn,EMP0282,1,2,2021-11-09,1,1,32,Course 32,64,Advanced,1,,,,
546,38,2020-09-02,Completed,2020-10-30,72,EMP0392,,Mark Garcia,EMP0392,2,1,2024-04-03,2,1,38,Course 38,72,Beginner,2,,,,
547,44,2021-09-18,In Progress,,49,EMP0405,2.0,Barbara Black,EMP0405,1,2,2022-07-04,1,1,44,Course 44,70,Beginner,1,,,,
548,13,2021-11-19,In Progress,,49,EMP0070,5.0,James Chapman,EMP0070,1,1,2023-03-13,1,2,13,Course 13,54,Beginner,2,,,,
549,49,2022-11-27,Completed,2023-06-30,66,EMP0623,,Clayton Robinson,EMP0623,1,1,2021-09-13,2,2,49,Course 49,62,Beginner,2,,,,
550,31,2021-02-04,Completed,2022-02-07,53,EMP0253,,Benjamin Gonzalez,EMP0253,2,1,2023-07-01,2,2,31,Course 31,57,Intermediate,1,,,,
551,47,2020-09-03,Completed,2022-12-17,57,EMP0699,,Matthew Bryant,EMP0699,1,1,2021-12-24,1,2,47,Course 47,88,Intermediate,1,,,,
552,43,2022-12-13,In Progress,,26,EMP0289,10.0,Andrew Johnson,EMP0289,2,2,2022-09-06,2,2,43,Course 43,115,Intermediate,1,,,,
553,3,2020-07-21,Completed,2023-08-21,75,EMP0536,,Brianna Holden,EMP0536,2,2,2024-05-24,1,1,3,Course 3,54,Advanced,2,,,,
554,29,2023-04-15,In Progress,,33,EMP0772,5.0,Rachel Strickland,EMP0772,1,1,2022-04-11,2,1,29,Course 29,92,Advanced,2,,,,
555,33,2020-09-26,In Progress,,15,EMP0957,8.0,Charles Perez,EMP0957,2,2,2021-05-31,2,1,33,Course 33,74,Advanced,2,,,,
556,33,2024-06-04,In Progress,,21,EMP0700,,Mary Johns,EMP0700,2,2,2020-03-25,1,2,33,Course 33,74,Advanced,2,,,,
557,5,2023-12-23,Completed,2024-08-28,59,EMP0330,2.0,David Harris,EMP0330,2,2,2021-10-24,2,2,5,Course 5,50,Beginner,1,,,,
558,14,2023-10-01,In Progress,,15,EMP0132,2.0,Steven Baldwin,EMP0132,1,2,2021-04-21,2,2,14,Course 14,118,Beginner,2,,,,
559,40,2021-10-01,Completed,2024-04-17,74,EMP0390,2.0,Kerry Graves,EMP0390,2,2,2022-01-29,1,1,40,Course 40,68,Beginner,2,,,,
560,16,2021-01-29,In Progress,,11,EMP0007,,Johnny Perez,EMP0007,1,1,2020-07-26,2,1,16,Course 16,51,Advanced,1,,,,
561,26,2022-05-07,Completed,2022-12-19,60,EMP0264,,Joseph Moore,EMP0264,1,1,2024-06-10,2,1,26,Course 26,110,Beginner,2,,,,
562,27,2020-10-30,Completed,2021-08-09,100,EMP0408,1.0,James Aguirre,EMP0408,2,1,2020-04-13,1,2,27,Course 27,91,Intermediate,2,,,,
563,14,2023-08-22,In Progress,,7,EMP0679,,Bruce Morrison,EMP0679,2,2,2021-06-15,2,2,14,Course 14,118,Beginner,2,,,,
564,3,2021-12-21,In Progress,,8,EMP0060,9.0,Kenneth Phelps,EMP0060,2,1,2023-06-03,1,1,3,Course 3,54,Advanced,2,,,,
565,17,2020-06-08,In Progress,,8,EMP0464,,Jill Smith,EMP0464,2,1,2023-12-10,1,2,17,Course 17,45,Intermediate,2,,,,
566,26,2023-02-17,Completed,2024-03-18,87,EMP0002,,Gregory Alvarez,EMP0002,2,1,2024-04-09,2,2,26,Course 26,110,Beginner,2,,,,
567,6,2021-07-10,In Progress,,12,EMP0468,,Jose Smith,EMP0468,1,1,2023-11-21,1,1,6,Course 6,37,Advanced,2,,,,
568,22,2020-06-02,In Progress,,43,EMP0685,3.0,Stephanie Brown,EMP0685,2,1,2022-03-11,2,1,22,Course 22,74,Beginner,2,,,,
569,39,2020-07-07,In Progress,,34,EMP0738,2.0,Samantha Curtis,EMP0738,1,2,2021-02-11,2,1,39,Course 39,102,Beginner,2,,,,
570,2,2023-12-26,Completed,2024-03-16,78,EMP0416,,Amy Allen,EMP0416,2,2,2021-04-26,1,1,2,Course 2,102,Advanced,2,,,,
571,44,2023-04-25,In Progress,,33,EMP0632,,Ethan Fuller,EMP0632,2,2,2019-12-30,1,1,44,Course 44,70,Beginner,1,,,,
572,13,2020-03-21,Completed,2023-11-21,54,EMP0351,2.0,Kayla Bowman,EMP0351,2,1,2020-02-19,1,2,13,Course 13,54,Beginner,2,,,,
573,43,2023-01-18,Completed,2023-11-07,87,EMP0667,9.0,Andrew Young,EMP0667,2,1,2024-05-10,1,1,43,Course 43,115,Intermediate,1,,,,
574,43,2022-12-04,Completed,2023-09-17,92,EMP0329,,Renee Brown,EMP0329,2,1,2021-03-25,1,2,43,Course 43,115,Intermediate,1,,,,
575,28,2021-12-30,Completed,2023-11-19,71,EMP0151,4.0,Geoffrey Banks,EMP0151,1,2,2024-02-13,1,1,28,Course 28,86,Beginner,2,,,,
576,33,2020-11-06,In Progress,,48,EMP0393,7.0,Gregory Case,EMP0393,2,2,2022-02-15,1,2,33,Course 33,74,Advanced,2,,,,
577,4,2021-10-14,Completed,2024-08-08,90,EMP0300,7.0,Samantha Ortega,EMP0300,2,1,2022-12-26,2,1,4,Course 4,55,Intermediate,2,,,,
578,10,2023-12-19,In Progress,,7,EMP0140,,David Hoffman,EMP0140,2,2,2023-08-16,2,2,10,Course 10,88,Advanced,2,,,,
579,3,2020-08-13,Completed,2023-06-09,79,EMP0019,10.0,Allen Price,EMP0019,2,1,2023-07-19,2,1,3,Course 3,54,Advanced,2,,,,
580,22,2023-10-23,Completed,2024-01-25,65,EMP0131,6.0,Cathy Terry,EMP0131,1,1,2024-08-05,1,2,22,Course 22,74,Beginner,2,,,,
581,19,2020-06-22,Completed,2023-03-20,91,EMP0384,9.0,Leslie Bullock,EMP0384,2,1,2021-02-07,2,2,19,Course 19,86,Intermediate,1,,,,
582,25,2024-08-16,In Progress,,10,EMP0481,2.0,Robert Moss PhD,EMP0481,2,2,2022-01-09,1,1,25,Course 25,83,Advanced,1,,,,
583,23,2022-10-10,Completed,2023-09-30,53,EMP0213,4.0,Rita Diaz,EMP0213,2,1,2019-11-04,2,1,23,Course 23,41,Intermediate,1,,,,
584,25,2024-04-05,Completed,2024-07-20,73,EMP0276,7.0,Brian Davis,EMP0276,1,2,2024-04-27,2,1,25,Course 25,83,Advanced,1,,,,
585,34,2024-03-29,In Progress,,43,EMP0704,,Cassandra Pierce,EMP0704,2,1,2023-11-18,2,2,34,Course 34,81,Advanced,1,,,,
586,25,2022-04-19,Completed,2024-02-28,99,EMP0980,5.0,Kimberly Wood,EMP0980,2,2,2023-05-25,2,2,25,Course 25,83,Advanced,1,,,,
587,19,2021-06-28,Completed,2022-11-07,52,EMP0127,2.0,Dana Banks,EMP0127,1,2,2020-12-16,1,2,19,Course 19,86,Intermediate,1,,,,
588,38,2024-03-21,Completed,2024-04-09,58,EMP0051,6.0,Dana Saunders,EMP0051,2,2,2023-05-03,1,1,38,Course 38,72,Beginner,2,,,,
589,20,2021-12-13,Completed,2022-09-02,52,EMP0192,,Chad Coleman,EMP0192,1,2,2024-09-06,2,1,20,Course 20,53,Intermediate,2,,,,
590,47,2023-05-05,In Progress,,15,EMP0122,4.0,Leslie Graham,EMP0122,2,1,2021-05-18,2,1,47,Course 47,88,Intermediate,1,,,,
591,4,2020-08-31,Completed,2021-06-29,89,EMP0049,,Shelly Marks,EMP0049,2,1,2023-09-29,1,1,4,Course 4,55,Intermediate,2,,,,
592,28,2022-03-14,Completed,2023-10-29,64,EMP0535,6.0,Gregory Levine,EMP0535,1,2,2024-05-01,1,1,28,Course 28,86,Beginner,2,,,,
593,28,2022-08-02,Completed,2023-02-07,75,EMP0177,8.0,Sheila Turner,EMP0177,1,2,2022-04-04,2,1,28,Course 28,86,Beginner,2,,,,
594,47,2022-01-11,In Progress,,2,EMP0337,,Richard Jordan,EMP0337,2,1,2024-02-05,2,2,47,Course 47,88,Intermediate,1,,,,
595,11,2023-12-18,In Progress,,15,EMP0331,,Christopher Graves,EMP0331,1,1,2024-10-05,2,1,11,Course 11,42,Beginner,1,,,,
596,21,2023-05-13,Completed,2023-12-25,85,EMP0874,,Gerald Solis,EMP0874,2,2,2022-11-04,1,1,21,Course 21,109,Intermediate,1,,,,
597,27,2020-01-22,In Progress,,20,EMP0930,5.0,William French,EMP0930,1,1,2020-03-01,2,1,27,Course 27,91,Intermediate,2,,,,
598,14,2024-07-22,In Progress,,19,EMP0560,,Michael Harrison,EMP0560,2,1,2024-01-05,1,2,14,Course 14,118,Beginner,2,,,,
599,32,2020-01-11,In Progress,,35,EMP0951,,Steven Rivera,EMP0951,1,1,2021-07-05,2,1,32,Course 32,64,Advanced,1,,,,
600,8,2023-05-31,In Progress,,9,EMP0569,,Erin Ward,EMP0569,2,1,2023-06-08,1,2,8,Course 8,110,Advanced,1,,,,
601,30,2024-09-21,In Progress,,20,EMP0594,,Cameron Suarez,EMP0594,2,1,2021-02-24,1,2,30,Course 30,46,Intermediate,2,,,,
602,40,2019-11-24,In Progress,,1,EMP0121,5.0,Veronica Baker,EMP0121,2,1,2022-05-23,1,1,40,Course 40,68,Beginner,2,,,,
603,16,2022-07-30,In Progress,,39,EMP0458,,Benjamin Dawson,EMP0458,1,2,2022-12-09,1,2,16,Course 16,51,Advanced,1,,,,
604,24,2020-05-08,Completed,2021-04-24,73,EMP0294,,Krystal Jones,EMP0294,1,2,2019-12-28,2,2,24,Course 24,115,Advanced,1,,,,
605,27,2020-01-07,Completed,2022-07-05,94,EMP0775,,Heather Huber,EMP0775,1,2,2022-09-29,2,2,27,Course 27,91,Intermediate,2,,,,
606,18,2023-01-19,Completed,2023-04-07,72,EMP0481,,Robert Moss PhD,EMP0481,2,2,2022-01-09,1,1,18,Course 18,68,Advanced,2,,,,
607,18,2021-02-25,In Progress,,20,EMP0575,1.0,Kristina Valentine,EMP0575,1,2,2020-11-18,2,1,18,Course 18,68,Advanced,2,,,,
608,13,2023-02-23,In Progress,,27,EMP0561,3.0,Colton Garcia,EMP0561,2,1,2020-11-11,1,2,13,Course 13,54,Beginner,2,,,,
609,11,2019-11-09,In Progress,,7,EMP0314,3.0,Tina Robinson,EMP0314,1,2,2021-01-07,1,2,11,Course 11,42,Beginner,1,,,,
610,40,2020-11-28,In Progress,,44,EMP0472,,Emma Wolfe,EMP0472,2,2,2022-02-05,1,1,40,Course 40,68,Beginner,2,,,,
611,5,2023-03-07,In Progress,,22,EMP0477,,Nicholas Harris,EMP0477,1,2,2022-11-19,2,1,5,Course 5,50,Beginner,1,,,,
612,20,2023-04-01,Completed,2024-01-09,77,EMP0644,2.0,Brent Velazquez MD,EMP0644,2,1,2021-07-31,2,2,20,Course 20,53,Intermediate,2,,,,
613,34,2020-01-24,Completed,2022-04-10,68,EMP0632,3.0,Ethan Fuller,EMP0632,2,2,2019-12-30,1,1,34,Course 34,81,Advanced,1,,,,
614,6,2020-06-16,Completed,2020-09-24,88,EMP0612,10.0,Cheryl Armstrong,EMP0612,2,2,2021-11-10,2,1,6,Course 6,37,Advanced,2,,,,
615,14,2022-01-15,In Progress,,9,EMP0002,6.0,Gregory Alvarez,EMP0002,2,1,2024-04-09,2,2,14,Course 14,118,Beginner,2,,,,
616,14,2021-01-05,In Progress,,43,EMP0091,3.0,Craig Friedman,EMP0091,2,2,2020-08-14,2,1,14,Course 14,118,Beginner,2,,,,
617,21,2023-06-28,In Progress,,45,EMP0303,6.0,Molly Carroll,EMP0303,2,1,2022-07-15,1,1,21,Course 21,109,Intermediate,1,,,,
618,44,2022-09-04,Completed,2023-09-16,64,EMP0086,8.0,Deborah Diaz,EMP0086,2,1,2021-01-08,1,1,44,Course 44,70,Beginner,1,,,,
619,26,2024-03-21,In Progress,,44,EMP0378,,Elizabeth Mendoza,EMP0378,2,1,2023-01-17,1,2,26,Course 26,110,Beginner,2,,,,
620,37,2022-07-04,Completed,2024-01-20,67,EMP0776,8.0,Christopher Mack,EMP0776,1,1,2023-04-30,2,2,37,Course 37,92,Advanced,1,53.0,77h,74.61,1.0
621,39,2022-10-14,In Progress,,34,EMP0861,8.0,Wendy Page,EMP0861,1,1,2020-04-09,2,2,39,Course 39,102,Beginner,2,,,,
622,39,2024-01-25,In Progress,,44,EMP0915,,Dr. James Martinez DDS,EMP0915,2,1,2021-07-30,2,2,39,Course 39,102,Beginner,2,,,,
623,20,2023-01-01,Completed,2023-11-01,88,EMP0114,9.0,Kelly Garcia,EMP0114,1,1,2024-04-24,1,1,20,Course 20,53,Intermediate,2,,,,
624,2,2023-10-30,Completed,2024-06-10,81,EMP0339,,Jason Williams,EMP0339,2,1,2023-10-28,1,1,2,Course 2,102,Advanced,2,,,,
625,15,2020-10-05,In Progress,,9,EMP0457,3.0,David Weber,EMP0457,1,1,2020-12-06,1,2,15,Course 15,41,Advanced,1,,,,
626,14,2023-07-23,Completed,2023-12-19,97,EMP0385,9.0,Alan Dickerson,EMP0385,1,1,2020-09-24,1,2,14,Course 14,118,Beginner,2,,,,
627,20,2021-05-20,In Progress,,31,EMP0408,,James Aguirre,EMP0408,2,1,2020-04-13,1,2,20,Course 20,53,Intermediate,2,,,,
628,40,2024-04-06,Completed,2024-09-12,92,EMP0418,8.0,Christopher Walters,EMP0418,2,2,2020-02-07,1,2,40,Course 40,68,Beginner,2,,,,
629,12,2023-09-21,Completed,2024-03-03,62,EMP0160,6.0,Julia Schwartz,EMP0160,2,1,2022-03-04,2,2,12,Course 12,114,Advanced,1,,,,
630,39,2023-10-09,Completed,2024-08-05,55,EMP0152,1.0,Elizabeth Baker,EMP0152,1,1,2019-12-06,2,1,39,Course 39,102,Beginner,2,,,,
631,10,2020-09-12,Completed,2023-01-02,77,EMP0269,8.0,Tiffany Clayton,EMP0269,2,2,2020-11-19,2,2,10,Course 10,88,Advanced,2,,,,
632,44,2024-02-25,Completed,2024-03-21,96,EMP0901,8.0,Joshua Erickson,EMP0901,1,2,2021-11-25,1,2,44,Course 44,70,Beginner,1,,,,
633,11,2023-09-18,Completed,2024-03-04,60,EMP0882,,Kelli Hardy,EMP0882,1,2,2022-01-28,1,2,11,Course 11,42,Beginner,1,,,,
634,21,2020-05-16,In Progress,,7,EMP0127,,Dana Banks,EMP0127,1,2,2020-12-16,1,2,21,Course 21,109,Intermediate,1,,,,
635,19,2022-06-30,In Progress,,26,EMP0363,8.0,Lisa Morales,EMP0363,2,2,2022-03-04,2,2,19,Course 19,86,Intermediate,1,,,,
636,15,2023-10-03,In Progress,,22,EMP0181,,Karen Miller,EMP0181,2,1,2021-12-30,1,1,15,Course 15,41,Advanced,1,,,,
637,8,2020-07-12,Completed,2023-02-26,62,EMP0119,2.0,Matthew Frost,EMP0119,2,1,2020-12-23,2,2,8,Course 8,110,Advanced,1,,,,
638,9,2020-07-03,Completed,2024-09-01,59,EMP0099,,Darlene Cruz,EMP0099,2,2,2021-06-12,1,1,9,Course 9,47,Advanced,2,,,,
639,15,2020-05-04,In Progress,,19,EMP0886,1.0,Patricia Palmer,EMP0886,1,2,2021-07-18,1,1,15,Course 15,41,Advanced,1,,,,
640,46,2020-12-23,In Progress,,28,EMP0215,,Eric Stevens,EMP0215,1,1,2021-07-30,1,2,46,Course 46,110,Intermediate,1,,,,
641,18,2020-09-02,Completed,2021-04-08,69,EMP0206,,Shelby Snyder,EMP0206,2,1,2023-04-14,2,2,18,Course 18,68,Advanced,2,,,,
642,32,2021-12-23,In Progress,,39,EMP0958,10.0,James Cooper,EMP0958,1,1,2021-12-27,1,1,32,Course 32,64,Advanced,1,,,,
643,18,2021-04-03,In Progress,,37,EMP0496,,Jennifer Beltran,EMP0496,2,1,2020-02-01,2,1,18,Course 18,68,Advanced,2,,,,
644,38,2021-12-03,Completed,2021-12-05,80,EMP0432,1.0,Ian Martinez,EMP0432,2,1,2022-01-08,2,2,38,Course 38,72,Beginner,2,,,,
645,14,2022-10-28,In Progress,,41,EMP0575,,Kristina Valentine,EMP0575,1,2,2020-11-18,2,1,14,Course 14,118,Beginner,2,,,,
646,40,2023-06-05,In Progress,,8,EMP0480,,Christopher Villanueva,EMP0480,2,2,2024-04-23,1,2,40,Course 40,68,Beginner,2,,,,
647,1,2024-01-30,In Progress,,10,EMP0519,6.0,Jennifer Williams,EMP0519,1,2,2022-03-17,2,1,1,Course 1,107,Intermediate,2,,,,
648,15,2023-07-11,Completed,2024-10-06,57,EMP0382,,Christopher Adams,EMP0382,1,2,2019-11-06,2,1,15,Course 15,41,Advanced,1,,,,
649,50,2019-10-21,Completed,2021-01-08,89,EMP0722,4.0,Mr. Thomas Johnson,EMP0722,1,2,2024-07-02,1,1,50,Course 50,87,Intermediate,2,,,,
650,49,2022-12-22,In Progress,,13,EMP0866,,Robert Gross,EMP0866,2,1,2021-10-01,1,2,49,Course 49,62,Beginner,2,,,,
651,39,2021-01-05,Completed,2021-05-07,96,EMP0385,10.0,Alan Dickerson,EMP0385,1,1,2020-09-24,1,2,39,Course 39,102,Beginner,2,,,,
652,33,2022-10-15,In Progress,,37,EMP0265,5.0,Brittany Mcdaniel,EMP0265,2,1,2023-07-21,1,1,33,Course 33,74,Advanced,2,,,,
653,40,2023-09-01,In Progress,,31,EMP0187,,Linda Sanders,EMP0187,1,1,2023-07-14,2,1,40,Course 40,68,Beginner,2,,,,
654,8,2019-12-09,In Progress,,16,EMP0164,,Eric Ryan,EMP0164,1,1,2022-01-05,2,2,8,Course 8,110,Advanced,1,,,,
655,4,2020-05-25,Completed,2020-10-26,77,EMP0029,10.0,Maria Jenkins,EMP0029,2,1,2023-09-24,1,1,4,Course 4,55,Intermediate,2,,,,
656,14,2020-07-16,Completed,2021-04-21,86,EMP0255,5.0,Jennifer Davis,EMP0255,1,1,2019-12-24,2,1,14,Course 14,118,Beginner,2,,,,
657,2,2020-09-25,Completed,2021-02-14,91,EMP0541,,Evan Rocha,EMP0541,2,1,2020-06-09,1,1,2,Course 2,102,Advanced,2,,,,
658,25,2021-07-18,Completed,2023-11-13,78,EMP0285,7.0,Diane Lewis DDS,EMP0285,2,1,2024-09-21,2,2,25,Course 25,83,Advanced,1,,,,
659,21,2022-07-18,In Progress,,46,EMP0194,7.0,David Bond,EMP0194,1,1,2024-08-29,1,1,21,Course 21,109,Intermediate,1,,,,
660,43,2024-05-17,In Progress,,23,EMP0706,2.0,Joseph Deleon,EMP0706,1,1,2021-09-19,2,2,43,Course 43,115,Intermediate,1,,,,
661,26,2023-06-29,Completed,2024-10-02,61,EMP0176,3.0,Kimberly Franco,EMP0176,1,2,2020-10-07,1,1,26,Course 26,110,Beginner,2,,,,
662,19,2021-12-05,Completed,2023-03-24,95,EMP0364,9.0,Jennifer Calhoun,EMP0364,2,1,2022-09-21,1,2,19,Course 19,86,Intermediate,1,,,,
663,23,2020-07-19,Completed,2024-01-24,75,EMP0799,,Joseph Harrison,EMP0799,2,1,2019-11-03,1,2,23,Course 23,41,Intermediate,1,,,,
664,14,2022-06-30,In Progress,,27,EMP0063,2.0,Kathryn Beltran,EMP0063,1,1,2021-10-09,1,2,14,Course 14,118,Beginner,2,,,,
665,19,2024-06-26,In Progress,,40,EMP0450,5.0,Christopher King,EMP0450,1,2,2020-03-26,2,2,19,Course 19,86,Intermediate,1,,,,
666,49,2021-03-17,In Progress,,37,EMP0548,,Joshua Nguyen,EMP0548,2,1,2020-05-29,2,2,49,Course 49,62,Beginner,2,,,,
667,26,2022-12-05,Completed,2024-05-18,100,EMP0755,8.0,Christopher Mcbride,EMP0755,2,2,2022-05-22,1,2,26,Course 26,110,Beginner,2,,,,
668,30,2023-02-02,Completed,2024-08-21,96,EMP0692,,Thomas Peterson,EMP0692,1,1,2024-09-26,2,1,30,Course 30,46,Intermediate,2,,,,
669,43,2021-05-15,Completed,2022-04-30,80,EMP0549,9.0,Alejandro Castaneda,EMP0549,2,1,2024-08-29,2,1,43,Course 43,115,Intermediate,1,,,,
670,16,2024-01-23,Completed,2024-04-09,59,EMP0408,7.0,James Aguirre,EMP0408,2,1,2020-04-13,1,2,16,Course 16,51,Advanced,1,,,,
671,31,2021-07-05,In Progress,,33,EMP0516,2.0,Stacy Mann,EMP0516,1,1,2023-12-07,1,1,31,Course 31,57,Intermediate,1,,,,
672,19,2021-10-31,In Progress,,3,EMP0641,,Mary Osborn,EMP0641,1,1,2024-07-16,1,1,19,Course 19,86,Intermediate,1,,,,
673,18,2022-08-29,In Progress,,1,EMP0954,,Elizabeth Jones,EMP0954,2,2,2022-05-08,1,2,18,Course 18,68,Advanced,2,,,,
674,30,2022-03-22,In Progress,,8,EMP0651,,Jerome Jones,EMP0651,2,1,2021-11-26,1,2,30,Course 30,46,Intermediate,2,,,,
675,50,2021-11-10,In Progress,,20,EMP0223,2.0,Elizabeth Shaffer,EMP0223,1,2,2019-11-09,1,2,50,Course 50,87,Intermediate,2,,,,
676,5,2020-07-20,Completed,2021-04-26,50,EMP0566,7.0,Rebekah Mercado,EMP0566,2,1,2019-10-26,2,2,5,Course 5,50,Beginner,1,,,,
677,40,2020-08-27,Completed,2021-07-22,66,EMP0564,,Jason Jimenez,EMP0564,2,1,2023-03-11,2,1,40,Course 40,68,Beginner,2,,,,
678,11,2024-07-14,Completed,2024-07-14,74,EMP0609,,Natalie Schmitt,EMP0609,2,2,2021-05-17,1,1,11,Course 11,42,Beginner,1,,,,
679,46,2022-11-11,Completed,2023-10-07,90,EMP0173,3.0,Martha Hall,EMP0173,1,1,2023-09-20,1,2,46,Course 46,110,Intermediate,1,,,,
680,12,2021-01-06,In Progress,,18,EMP0707,,Rachel Alexander,EMP0707,2,2,2022-06-29,1,2,12,Course 12,114,Advanced,1,,,,
681,25,2024-01-09,Completed,2024-07-20,55,EMP0652,1.0,Jamie Perez,EMP0652,1,1,2024-04-08,2,2,25,Course 25,83,Advanced,1,,,,
682,10,2020-06-03,Completed,2021-04-07,52,EMP0107,,Erin Horton,EMP0107,1,2,2024-01-29,2,2,10,Course 10,88,Advanced,2,,,,
683,20,2019-12-29,In Progress,,15,EMP0217,3.0,Pam Burns,EMP0217,1,1,2024-05-01,2,2,20,Course 20,53,Intermediate,2,,,,
684,2,2021-11-19,In Progress,,38,EMP0674,,Kevin Shelton,EMP0674,2,1,2020-11-12,2,1,2,Course 2,102,Advanced,2,,,,
685,37,2020-06-20,Completed,2020-07-05,53,EMP0037,3.0,Alicia Thomas,EMP0037,1,2,2023-07-02,1,1,37,Course 37,92,Advanced,1,,,,
686,33,2023-04-26,Completed,2023-05-08,52,EMP0107,3.0,Erin Horton,EMP0107,1,2,2024-01-29,2,2,33,Course 33,74,Advanced,2,,,,
687,37,2024-07-03,Completed,2024-08-08,71,EMP0543,5.0,Daniel Garcia,EMP0543,1,2,2021-02-15,2,1,37,Course 37,92,Advanced,1,,,,
688,27,2022-06-25,Completed,2024-05-09,88,EMP0432,1.0,Ian Martinez,EMP0432,2,1,2022-01-08,2,2,27,Course 27,91,Intermediate,2,,,,
689,12,2024-04-11,In Progress,,44,EMP0837,,Tracy Dodson,EMP0837,1,2,2024-06-22,2,1,12,Course 12,114,Advanced,1,,,,
690,22,2021-01-29,Completed,2023-11-15,98,EMP0621,8.0,Maria Rivera,EMP0621,2,1,2023-01-20,1,2,22,Course 22,74,Beginner,2,,,,
